date,covidOccupiedMVBeds,hospitalCases,VaccineRegisterPopulationByVaccinationDate,newCasesBySpecimenDate,newDeaths28DaysByDeathDateRate,newDeaths60DaysByDeathDate,newVirusTestsBySpecimenDate
2021-02-20,2142.0,14179.0,58254606.0,8008.0,203.1,455.0,367307.0
2021-02-21,2122.0,14003.0,58254606.0,7816.0,170.6,423.0,579073.0
2021-02-22,2072.0,13994.0,58254606.0,11164.0,162.0,385.0,704254.0
2021-02-23,1956.0,13372.0,58254606.0,9317.0,153.1,410.0,578700.0
2021-02-24,1931.0,12869.0,58254606.0,8473.0,141.9,380.0,723050.0
2021-02-25,1866.0,12306.0,58254606.0,7650.0,144.4,368.0,711993.0
2021-02-26,1808.0,11654.0,58254606.0,6514.0,119.3,306.0,585014.0
2021-02-27,1747.0,10989.0,58254606.0,4759.0,130.9,323.0,344655.0
2021-02-28,1630.0,10555.0,58254606.0,4680.0,113.8,325.0,533608.0
2021-03-01,1658.0,10658.0,58254606.0,6817.0,120.2,330.0,771772.0
2021-03-02,1556.0,10018.0,58254606.0,6586.0,91.1,271.0,685690.0
2021-03-03,1507.0,9494.0,58254606.0,5934.0,79.2,245.0,851766.0
2021-03-04,1454.0,8997.0,58254606.0,5681.0,84.5,267.0,999341.0
2021-03-05,1417.0,8501.0,58254606.0,5257.0,90.0,255.0,981927.0
2021-03-06,1326.0,7934.0,58254606.0,4457.0,88.1,245.0,420215.0
2021-03-07,1273.0,7735.0,58254606.0,4255.0,71.2,237.0,827418.0
2021-03-08,1236.0,7771.0,58254606.0,6598.0,68.6,225.0,1643487.0
2021-03-09,1187.0,7378.0,58254606.0,6172.0,70.8,220.0,1465354.0
2021-03-10,1137.0,6915.0,58254606.0,5980.0,61.0,214.0,1612133.0
2021-03-11,1101.0,6631.0,58254606.0,5711.0,68.1,221.0,1681785.0
2021-03-12,1023.0,6336.0,58254606.0,5548.0,44.3,177.0,1469047.0
2021-03-13,1000.0,6029.0,58254606.0,4217.0,61.8,187.0,414997.0
2021-03-14,963.0,5987.0,58254606.0,4277.0,47.2,157.0,1003852.0
2021-03-15,930.0,5928.0,58254606.0,6449.0,46.2,183.0,1696619.0
2021-03-16,882.0,5618.0,58254606.0,5632.0,46.4,159.0,1383368.0
2021-03-17,846.0,5350.0,58254606.0,5712.0,39.2,155.0,1708532.0
2021-03-18,797.0,5035.0,58254606.0,5418.0,30.6,117.0,1487366.0
2021-03-19,749.0,4794.0,58254606.0,4948.0,37.8,122.0,954419.0
2021-03-20,710.0,4551.0,58254606.0,4068.0,38.6,124.0,458149.0
2021-03-21,692.0,4455.0,58254606.0,5204.0,41.2,152.0,1983684.0
2021-03-22,676.0,4467.0,58254606.0,6161.0,34.9,134.0,1278459.0
2021-03-23,647.0,4211.0,58254606.0,5212.0,27.4,110.0,865949.0
2021-03-24,613.0,3975.0,58254606.0,5965.0,19.4,87.0,1904779.0
2021-03-25,566.0,3732.0,58254606.0,5344.0,21.9,111.0,1274745.0
2021-03-26,559.0,3680.0,58254606.0,4350.0,23.1,90.0,732180.0
2021-03-27,537.0,3646.0,58254606.0,3511.0,21.1,79.0,461820.0
2021-03-28,532.0,3412.0,58254606.0,4634.0,16.4,64.0,2338076.0
2021-03-29,532.0,3436.0,58254606.0,3922.0,17.8,97.0,553278.0
2021-03-30,518.0,3257.0,58254606.0,3560.0,25.0,74.0,578836.0
2021-03-31,501.0,3056.0,58254606.0,3728.0,19.9,88.0,1340934.0
2021-04-01,470.0,2900.0,58254606.0,3425.0,14.6,81.0,989039.0
2021-04-02,436.0,2758.0,58254606.0,2590.0,13.0,54.0,546094.0
2021-04-03,433.0,2657.0,58254606.0,2374.0,14.5,50.0,417047.0
2021-04-04,422.0,2644.0,58254606.0,2270.0,14.9,65.0,924440.0
2021-04-05,416.0,2652.0,58254606.0,2586.0,9.6,56.0,829519.0
2021-04-06,406.0,2565.0,58254606.0,3069.0,11.8,56.0,697132.0
2021-04-07,393.0,2463.0,58254606.0,3045.0,14.3,55.0,1120624.0
2021-04-08,377.0,2362.0,58254606.0,2936.0,17.6,68.0,966997.0
2021-04-09,362.0,2300.0,58254606.0,2731.0,10.8,51.0,700030.0
2021-04-10,342.0,2169.0,58254606.0,2217.0,9.7,49.0,487489.0
2021-04-11,343.0,2076.0,58254606.0,2235.0,8.6,47.0,1338843.0
2021-04-12,337.0,2088.0,58254606.0,2672.0,11.6,51.0,985965.0
2021-04-13,333.0,2037.0,58254606.0,2293.0,8.2,52.0,727595.0
2021-04-14,315.0,1957.0,58254606.0,2355.0,6.3,35.0,1263292.0
2021-04-15,294.0,1870.0,58254606.0,2161.0,12.299999999999999,50.0,1055520.0
2021-04-16,298.0,1832.0,58254606.0,2307.0,8.5,40.0,719958.0
2021-04-17,292.0,1723.0,58254606.0,1601.0,10.2,45.0,515272.0
2021-04-18,283.0,1679.0,58254606.0,2398.0,8.0,38.0,1844415.0
2021-04-19,291.0,1720.0,58254606.0,2553.0,6.3,33.0,1150621.0
2021-04-20,273.0,1638.0,58254606.0,2339.0,6.4,48.0,768542.0
2021-04-21,249.0,1598.0,58254606.0,2505.0,11.899999999999999,34.0,1487751.0
2021-04-22,237.0,1512.0,58254606.0,2227.0,8.9,42.0,1159331.0
2021-04-23,221.0,1467.0,58254606.0,1862.0,7.2,31.0,739874.0
2021-04-24,220.0,1390.0,58254606.0,1438.0,5.1,24.0,510659.0
2021-04-25,211.0,1366.0,58254606.0,1970.0,10.4,31.0,1613209.0
2021-04-26,208.0,1383.0,58254606.0,2416.0,3.9,28.0,1145162.0
2021-04-27,196.0,1300.0,58254606.0,2028.0,6.5,33.0,772610.0
2021-04-28,188.0,1269.0,58254606.0,2332.0,9.3,28.0,1463139.0
2021-04-29,178.0,1229.0,58254606.0,2018.0,6.0,19.0,1110954.0
2021-04-30,170.0,1154.0,58254606.0,1673.0,4.4,23.0,677398.0
2021-05-01,167.0,1064.0,58254606.0,1328.0,3.4,20.0,494540.0
2021-05-02,172.0,1075.0,58254606.0,1414.0,6.699999999999999,23.0,950001.0
2021-05-03,168.0,1090.0,58254606.0,1953.0,5.0,23.0,1214091.0
2021-05-04,162.0,1087.0,58254606.0,2364.0,5.2,19.0,941413.0
2021-05-05,161.0,1025.0,58254606.0,2362.0,5.3,28.0,1305787.0
2021-05-06,144.0,969.0,58254606.0,2150.0,5.199999999999999,15.0,1087004.0
2021-05-07,145.0,964.0,58254606.0,1855.0,3.5,21.0,723496.0
2021-05-08,135.0,940.0,58254606.0,1496.0,3.4000000000000004,23.0,492697.0
2021-05-09,131.0,925.0,58254606.0,2155.0,4.0,15.0,1459689.0
2021-05-10,135.0,937.0,58254606.0,2631.0,3.6,17.0,1061179.0
2021-05-11,126.0,916.0,58254606.0,2168.0,6.9,25.0,744009.0
2021-05-12,123.0,902.0,58254606.0,2207.0,3.4,18.0,1274926.0
2021-05-13,119.0,839.0,58254606.0,2076.0,3.5,18.0,1041068.0
2021-05-14,115.0,813.0,58254606.0,1831.0,0.3,9.0,706310.0
2021-05-15,115.0,805.0,58254606.0,1563.0,2.7,15.0,485568.0
2021-05-16,116.0,796.0,58254606.0,1835.0,3.1,15.0,1281281.0
2021-05-17,117.0,793.0,58254606.0,2738.0,5.8,16.0,1077777.0
2021-05-18,114.0,749.0,58254606.0,2683.0,3.1,13.0,778780.0
2021-05-19,113.0,756.0,58254606.0,2690.0,1.2000000000000002,6.0,1281459.0
2021-05-20,115.0,748.0,58254606.0,2407.0,2.7,8.0,1042854.0
2021-05-21,117.0,765.0,58254606.0,2266.0,3.1,22.0,752425.0
2021-05-22,113.0,728.0,58254606.0,1907.0,2.0,8.0,532578.0
2021-05-23,111.0,755.0,58254606.0,2220.0,3.7,15.0,1299631.0
2021-05-24,113.0,795.0,58254606.0,3210.0,3.2,15.0,1063085.0
2021-05-25,117.0,763.0,58254606.0,3273.0,1.5,8.0,820212.0
2021-05-26,115.0,742.0,58254606.0,3757.0,4.9,17.0,1253414.0
2021-05-27,110.0,739.0,58254606.0,3594.0,3.3000000000000003,16.0,1047321.0
2021-05-28,116.0,740.0,58254606.0,3450.0,4.9,18.0,731048.0
2021-05-29,112.0,747.0,58254606.0,2901.0,3.1,11.0,526408.0
2021-05-30,115.0,754.0,58254606.0,3062.0,3.2,14.0,694034.0
2021-05-31,110.0,772.0,58254606.0,3745.0,3.5,13.0,703672.0
2021-06-01,123.0,775.0,58254606.0,5165.0,1.5,10.0,759127.0
2021-06-02,116.0,800.0,58254606.0,5986.0,3.6,12.0,937572.0
2021-06-03,124.0,778.0,58254606.0,6025.0,5.4,13.0,867540.0
2021-06-04,119.0,801.0,58254606.0,5660.0,5.3999999999999995,15.0,716933.0
2021-06-05,124.0,778.0,58254606.0,4593.0,1.7999999999999998,10.0,528015.0
2021-06-06,131.0,803.0,58254606.0,5369.0,2.1,12.0,1357805.0
2021-06-07,133.0,856.0,58254606.0,7651.0,2.0,7.0,1059032.0
2021-06-08,140.0,876.0,58254606.0,7613.0,4.8,14.0,779781.0
2021-06-09,141.0,873.0,58254606.0,7947.0,2.5,15.0,1178253.0
2021-06-10,140.0,903.0,58254606.0,7748.0,6.8,15.0,1019267.0
2021-06-11,146.0,882.0,58254606.0,7376.0,3.0,14.0,792617.0
2021-06-12,152.0,913.0,58254606.0,6067.0,6.2,17.0,575120.0
2021-06-13,171.0,945.0,58254606.0,6906.0,4.6,12.0,1181310.0
2021-06-14,170.0,991.0,58254606.0,10024.0,8.3,12.0,1067044.0
2021-06-15,187.0,1028.0,58254606.0,10388.0,8.2,18.0,838671.0
2021-06-16,192.0,1055.0,58254606.0,10673.0,4.5,18.0,1204751.0
2021-06-17,197.0,1120.0,58254606.0,10658.0,2.6,10.0,1097859.0
2021-06-18,210.0,1168.0,58254606.0,9957.0,9.4,17.0,831466.0
2021-06-19,203.0,1142.0,58254606.0,8180.0,12.9,22.0,631607.0
2021-06-20,196.0,1167.0,58254606.0,9792.0,15.5,22.0,1276261.0
2021-06-21,212.0,1288.0,58254606.0,15782.0,12.7,16.0,1156573.0
2021-06-22,229.0,1299.0,58254606.0,16886.0,7.6000000000000005,14.0,894691.0
2021-06-23,227.0,1255.0,58254606.0,17775.0,4.0,6.0,1262619.0
2021-06-24,240.0,1272.0,58254606.0,18130.0,9.4,25.0,1132514.0
2021-06-25,238.0,1282.0,58254606.0,17616.0,11.6,25.0,896067.0
2021-06-26,236.0,1275.0,58254606.0,15861.0,9.1,13.0,665025.0
2021-06-27,244.0,1327.0,58254606.0,18014.0,9.4,22.0,1337122.0
2021-06-28,272.0,1459.0,58254606.0,27559.0,4.5,13.0,1234577.0
2021-06-29,259.0,1437.0,58254606.0,27370.0,13.1,23.0,970936.0
2021-06-30,264.0,1492.0,58254606.0,28146.0,10.2,28.0,1371417.0
2021-07-01,279.0,1552.0,58254606.0,27900.0,11.9,26.0,1201927.0
2021-07-02,297.0,1603.0,58254606.0,25603.0,13.5,31.0,941551.0
2021-07-03,296.0,1625.0,58254606.0,23412.0,13.7,29.0,737254.0
2021-07-04,305.0,1734.0,58254606.0,24492.0,13.4,26.0,1375849.0
2021-07-05,330.0,1876.0,58254606.0,33936.0,15.1,26.0,1330992.0
2021-07-06,353.0,1990.0,58254606.0,35115.0,16.8,24.0,1075873.0
2021-07-07,377.0,2136.0,58254606.0,37567.0,14.6,31.0,1353018.0
2021-07-08,376.0,2203.0,58254606.0,33068.0,17.2,35.0,1189089.0
2021-07-09,393.0,2342.0,58254606.0,31975.0,20.9,41.0,997431.0
2021-07-10,398.0,2419.0,58254606.0,27656.0,19.2,35.0,823647.0
2021-07-11,408.0,2554.0,58254606.0,29848.0,17.8,30.0,1250857.0
2021-07-12,433.0,2787.0,58254606.0,43351.0,21.9,37.0,1261382.0
2021-07-13,470.0,2959.0,58254606.0,46323.0,28.0,43.0,1039943.0
2021-07-14,489.0,3100.0,58254606.0,53352.0,19.5,38.0,1347348.0
2021-07-15,493.0,3229.0,58254606.0,60233.0,26.7,51.0,1292148.0
2021-07-16,512.0,3353.0,58254606.0,53870.0,22.6,45.0,1073487.0
2021-07-17,514.0,3431.0,58254606.0,37599.0,28.6,49.0,870213.0
2021-07-18,512.0,3531.0,58254606.0,35289.0,31.3,67.0,1196221.0
2021-07-19,543.0,3798.0,58254606.0,46587.0,45.7,76.0,1246494.0
2021-07-20,544.0,3878.0,58254606.0,38728.0,28.8,53.0,1004503.0
2021-07-21,567.0,4047.0,58254606.0,34551.0,26.0,51.0,1163614.0
2021-07-22,612.0,4212.0,58254606.0,30461.0,37.1,75.0,1125815.0
2021-07-23,625.0,4387.0,58254606.0,26997.0,39.3,73.0,1043716.0
2021-07-24,659.0,4458.0,58254606.0,22258.0,38.0,68.0,842932.0
2021-07-25,675.0,4706.0,58254606.0,21560.0,34.2,68.0,895017.0
2021-07-26,712.0,5036.0,58254606.0,29104.0,32.4,69.0,976348.0
2021-07-27,738.0,5141.0,58254606.0,28709.0,35.3,62.0,909465.0
2021-07-28,748.0,5158.0,58254606.0,29346.0,42.4,73.0,1002228.0
2021-07-29,765.0,5037.0,58254606.0,27615.0,37.2,79.0,961587.0
2021-07-30,785.0,5095.0,58254606.0,23995.0,53.1,97.0,941798.0
2021-07-31,789.0,5040.0,58254606.0,19940.0,43.8,85.0,753104.0
2021-08-01,769.0,5073.0,58254606.0,20258.0,39.6,85.0,761653.0
2021-08-02,791.0,5292.0,58254606.0,28980.0,45.7,75.0,891147.0
2021-08-03,780.0,5105.0,58254606.0,29487.0,37.9,76.0,827300.0
2021-08-04,772.0,4934.0,58254606.0,31338.0,42.2,87.0,939857.0
2021-08-05,770.0,4884.0,58254606.0,30719.0,56.3,96.0,920624.0
2021-08-06,765.0,4870.0,58254606.0,27240.0,51.8,85.0,881526.0
2021-08-07,760.0,4804.0,58254606.0,21889.0,49.4,95.0,749909.0
2021-08-08,765.0,4926.0,58254606.0,22224.0,39.7,78.0,791576.0
2021-08-09,762.0,5084.0,58254606.0,31207.0,42.7,81.0,891904.0
2021-08-10,782.0,5085.0,58254606.0,30612.0,40.3,77.0,874257.0
2021-08-11,777.0,5059.0,58254606.0,32396.0,45.0,89.0,943458.0
2021-08-12,783.0,5015.0,58254606.0,30752.0,55.1,100.0,918774.0
2021-08-13,793.0,5062.0,58254606.0,28088.0,51.9,100.0,882141.0
2021-08-14,797.0,4961.0,58254606.0,24370.0,45.7,92.0,707352.0
2021-08-15,800.0,5103.0,58254606.0,24646.0,43.7,84.0,756123.0
2021-08-16,816.0,5418.0,58254606.0,35798.0,43.4,83.0,859175.0
2021-08-17,825.0,5431.0,58254606.0,36799.0,60.6,103.0,848529.0
2021-08-18,812.0,5507.0,58254606.0,37582.0,51.1,95.0,900787.0
2021-08-19,835.0,5545.0,58254606.0,35423.0,51.4,110.0,913924.0
2021-08-20,857.0,5563.0,58254606.0,31329.0,62.8,115.0,852319.0
2021-08-21,858.0,5561.0,58254606.0,27788.0,54.8,109.0,725851.0
2021-08-22,863.0,5733.0,58254606.0,28042.0,62.8,128.0,766179.0
2021-08-23,845.0,5984.0,58254606.0,38657.0,53.3,108.0,897085.0
2021-08-24,857.0,5895.0,58254606.0,36668.0,60.300000000000004,121.0,855752.0
2021-08-25,871.0,5909.0,58254606.0,37737.0,50.1,105.0,1012129.0
2021-08-26,872.0,5879.0,58254606.0,36635.0,61.9,119.0,1033634.0
2021-08-27,874.0,5877.0,58254606.0,32865.0,61.6,124.0,975852.0
2021-08-28,835.0,5741.0,58254606.0,26962.0,67.7,118.0,803717.0
2021-08-29,850.0,5840.0,58254606.0,25519.0,65.1,122.0,784199.0
2021-08-30,859.0,5984.0,58254606.0,33901.0,54.0,112.0,816986.0
2021-08-31,879.0,6271.0,58254606.0,44145.0,60.0,110.0,1091530.0
2021-09-01,890.0,6212.0,58254606.0,42501.0,57.9,116.0,1208506.0
2021-09-02,897.0,6164.0,58254606.0,41284.0,60.1,115.0,1337367.0
2021-09-03,889.0,6178.0,58254606.0,37722.0,66.9,141.0,1405747.0
2021-09-04,880.0,6026.0,58254606.0,31127.0,67.3,127.0,828209.0
2021-09-05,878.0,6153.0,58254606.0,31080.0,79.7,134.0,1117832.0
2021-09-06,909.0,6360.0,58254606.0,43830.0,75.0,136.0,1642281.0
2021-09-07,885.0,6229.0,58254606.0,37777.0,77.8,143.0,1369531.0
2021-09-08,896.0,6286.0,58254606.0,34960.0,76.2,129.0,1398597.0
2021-09-09,887.0,6239.0,58254606.0,33162.0,78.0,154.0,1359462.0
2021-09-10,898.0,6384.0,58254606.0,28495.0,76.3,139.0,1224195.0
2021-09-11,865.0,6191.0,58254606.0,23046.0,74.6,126.0,799089.0
2021-09-12,884.0,6239.0,58254606.0,23495.0,64.4,125.0,1180200.0
2021-09-13,886.0,6416.0,58254606.0,33845.0,54.1,91.0,1247907.0
2021-09-14,888.0,6337.0,58254606.0,30674.0,77.1,138.0,1019331.0
2021-09-15,910.0,6299.0,58254606.0,29713.0,63.8,131.0,1265498.0
2021-09-16,849.0,6073.0,58254606.0,28948.0,74.4,134.0,1126908.0
2021-09-17,844.0,5902.0,58254606.0,28841.0,84.1,158.0,973924.0
2021-09-18,829.0,5680.0,58254606.0,26145.0,64.0,123.0,790871.0
2021-09-19,824.0,5688.0,58254606.0,30354.0,71.0,108.0,1275298.0
2021-09-20,811.0,5720.0,58254606.0,39849.0,68.7,126.0,1185319.0
2021-09-21,774.0,5535.0,58254606.0,38043.0,61.3,112.0,1004504.0
2021-09-22,783.0,5401.0,58254606.0,35926.0,83.3,128.0,1209090.0
2021-09-23,757.0,5208.0,58254606.0,34994.0,66.8,120.0,1158593.0
2021-09-24,730.0,5028.0,58254606.0,31405.0,64.9,117.0,1016616.0
2021-09-25,723.0,5092.0,58254606.0,27974.0,63.9,107.0,841065.0
2021-09-26,689.0,4942.0,58254606.0,31377.0,53.8,90.0,1239667.0
2021-09-27,685.0,5115.0,58254606.0,40685.0,49.2,98.0,1213080.0
2021-09-28,681.0,5117.0,58254606.0,35702.0,54.0,101.0,1003331.0
2021-09-29,671.0,5009.0,58254606.0,34054.0,62.0,108.0,1237967.0
2021-09-30,672.0,4907.0,58254606.0,31842.0,51.8,118.0,1133117.0
2021-10-01,671.0,4792.0,58254606.0,28448.0,65.6,121.0,967941.0
2021-10-02,630.0,4640.0,58254606.0,25711.0,56.7,94.0,793701.0
2021-10-03,639.0,4765.0,58254606.0,31300.0,47.4,93.0,1132009.0
2021-10-04,632.0,4896.0,58254606.0,42816.0,56.1,104.0,1125907.0
2021-10-05,661.0,4991.0,58254606.0,38400.0,63.7,112.0,991674.0
2021-10-06,663.0,4993.0,58254606.0,38372.0,52.3,102.0,1179249.0
2021-10-07,665.0,4944.0,58254606.0,37639.0,63.6,113.0,1081745.0
2021-10-08,647.0,4957.0,58254606.0,34781.0,57.4,116.0,968929.0
2021-10-09,639.0,4909.0,58254606.0,31523.0,57.8,117.0,794153.0
2021-10-10,622.0,5063.0,58254606.0,35632.0,43.6,102.0,1079451.0
2021-10-11,621.0,5193.0,58254606.0,49173.0,65.0,115.0,1135674.0
2021-10-12,657.0,5200.0,58254606.0,47214.0,55.8,119.0,1017688.0
2021-10-13,657.0,5232.0,58254606.0,46697.0,66.6,115.0,1187828.0
2021-10-14,655.0,5272.0,58254606.0,45308.0,78.0,139.0,1096389.0
2021-10-15,673.0,5346.0,58254606.0,42577.0,74.0,127.0,1007411.0
2021-10-16,681.0,5370.0,58254606.0,37024.0,66.2,130.0,847765.0
2021-10-17,695.0,5607.0,58254606.0,42654.0,68.5,135.0,1105987.0
2021-10-18,703.0,5922.0,58254606.0,56336.0,70.5,112.0,1113501.0
2021-10-19,733.0,6088.0,58254606.0,51203.0,66.0,128.0,1029918.0
2021-10-20,746.0,6288.0,58254606.0,50433.0,83.0,150.0,1253935.0
2021-10-21,750.0,6356.0,58254606.0,44066.0,73.3,135.0,1114915.0
2021-10-22,746.0,6394.0,58254606.0,39670.0,64.3,128.0,1014965.0
2021-10-23,728.0,6371.0,58254606.0,34273.0,93.5,151.0,810207.0
2021-10-24,745.0,6501.0,58254606.0,34862.0,79.2,141.0,926137.0
2021-10-25,776.0,6786.0,58254606.0,46298.0,69.5,135.0,982281.0
2021-10-26,803.0,6869.0,58254606.0,41119.0,86.2,150.0,935813.0
2021-10-27,799.0,6936.0,58254606.0,41949.0,81.9,163.0,1009445.0
2021-10-28,794.0,7007.0,58254606.0,40329.0,106.2,172.0,947244.0
2021-10-29,809.0,7099.0,58254606.0,39252.0,93.9,145.0,920652.0
2021-10-30,812.0,7138.0,58254606.0,32772.0,91.3,151.0,772350.0
2021-10-31,815.0,7293.0,58254606.0,33903.0,98.6,173.0,1082630.0
2021-11-01,859.0,7516.0,58254606.0,43950.0,90.4,161.0,1102567.0
2021-11-02,859.0,7491.0,58254606.0,36889.0,81.5,144.0,967021.0
2021-11-03,854.0,7270.0,58254606.0,34766.0,84.1,148.0,1079451.0
2021-11-04,867.0,7180.0,58254606.0,32095.0,84.3,142.0,987371.0
2021-11-05,860.0,7053.0,58254606.0,29538.0,75.0,156.0,875424.0
2021-11-06,856.0,6854.0,58254606.0,26764.0,93.3,153.0,712192.0
2021-11-07,846.0,6892.0,58254606.0,29803.0,80.7,146.0,948319.0
2021-11-08,869.0,7055.0,58254606.0,43015.0,84.7,148.0,1054404.0
2021-11-09,865.0,7031.0,58254606.0,41209.0,75.0,149.0,915844.0
2021-11-10,846.0,6940.0,58254606.0,41833.0,81.1,151.0,1095243.0
2021-11-11,842.0,6841.0,58254606.0,39978.0,72.4,151.0,1026340.0
2021-11-12,838.0,6758.0,58254606.0,36771.0,73.0,138.0,892462.0
2021-11-13,830.0,6625.0,58254606.0,32129.0,68.9,135.0,736811.0
2021-11-14,841.0,6693.0,58254606.0,34620.0,69.1,133.0,997377.0
2021-11-15,821.0,6855.0,58254606.0,49695.0,97.3,167.0,1059039.0
2021-11-16,796.0,6612.0,58254606.0,45193.0,84.7,163.0,904488.0
2021-11-17,792.0,6400.0,58254606.0,44785.0,70.9,120.0,1131370.0
2021-11-18,779.0,6324.0,58254606.0,42961.0,74.5,136.0,1039042.0
2021-11-19,769.0,6298.0,58254606.0,38658.0,61.5,128.0,921519.0
2021-11-20,764.0,6174.0,58254606.0,34388.0,73.6,131.0,796742.0
2021-11-21,776.0,6308.0,58254606.0,36328.0,60.7,112.0,1075727.0
2021-11-22,785.0,6409.0,58254606.0,49454.0,62.3,113.0,1115556.0
2021-11-23,780.0,6239.0,58254606.0,47030.0,84.7,147.0,996562.0
2021-11-24,783.0,6044.0,58254606.0,45559.0,52.2,135.0,1179292.0
2021-11-25,790.0,6047.0,58254606.0,42268.0,70.8,138.0,1091618.0
2021-11-26,796.0,5973.0,58254606.0,38330.0,73.3,130.0,939020.0
2021-11-27,787.0,5829.0,58254606.0,32437.0,61.1,109.0,799295.0
2021-11-28,793.0,5867.0,58254606.0,38676.0,61.3,116.0,1090927.0
2021-11-29,793.0,6071.0,58254606.0,54732.0,68.6,137.0,1167595.0
2021-11-30,806.0,6101.0,58254606.0,54171.0,45.7,116.0,1133095.0
2021-12-01,773.0,5807.0,58254606.0,53250.0,69.6,134.0,1311501.0
2021-12-02,774.0,5887.0,58254606.0,48863.0,59.7,117.0,1232783.0
2021-12-03,783.0,5819.0,58254606.0,44232.0,68.9,138.0,1149393.0
2021-12-04,775.0,5745.0,58254606.0,37553.0,67.1,154.0,943320.0
2021-12-05,770.0,5864.0,58254606.0,39675.0,54.4,122.0,1218236.0
2021-12-06,793.0,5955.0,58254606.0,57459.0,70.6,141.0,1268149.0
2021-12-07,779.0,5985.0,58254606.0,53940.0,61.5,133.0,1157532.0
2021-12-08,778.0,6014.0,58254606.0,56210.0,57.1,130.0,1365716.0
2021-12-09,792.0,6090.0,58254606.0,54415.0,60.4,123.0,1377923.0
2021-12-10,793.0,6048.0,58254606.0,49986.0,53.3,113.0,1262319.0
2021-12-11,785.0,6051.0,58254606.0,46033.0,46.9,111.0,1038151.0
2021-12-12,788.0,6186.0,58254606.0,50197.0,67.6,135.0,1334619.0
2021-12-13,795.0,6353.0,58254606.0,81153.0,50.5,107.0,1475216.0
2021-12-14,795.0,6396.0,58254606.0,94281.0,70.3,138.0,1411074.0
2021-12-15,786.0,6320.0,58254606.0,102672.0,58.0,118.0,1728868.0
2021-12-16,783.0,6361.0,58254606.0,96308.0,45.8,110.0,1712203.0
2021-12-17,789.0,6281.0,58254606.0,86885.0,66.1,124.0,1639438.0
2021-12-18,767.0,6236.0,58254606.0,80752.0,56.1,111.0,1490569.0
2021-12-19,767.0,6391.0,58254606.0,80869.0,47.5,102.0,1509587.0
2021-12-20,768.0,6643.0,58254606.0,120609.0,59.1,117.0,1625189.0
2021-12-21,757.0,6849.0,58254606.0,134458.0,46.9,98.0,1559118.0
2021-12-22,745.0,7027.0,58254606.0,144367.0,56.3,129.0,1708316.0
2021-12-23,747.0,7053.0,58254606.0,143338.0,51.8,113.0,1628896.0
2021-12-24,742.0,7296.0,58254606.0,121953.0,51.5,103.0,1618138.0
2021-12-25,745.0,7104.0,58254606.0,63610.0,36.6,92.0,1226890.0
2021-12-26,758.0,7468.0,58254606.0,103529.0,43.2,91.0,1274432.0
2021-12-27,776.0,8431.0,58254606.0,168903.0,49.4,102.0,1244204.0
2021-12-28,758.0,9464.0,58254606.0,174905.0,60.6,117.0,0.0
